2018-06-11 18:11:06,0
2018-06-11 18:11:07,34
2018-06-11 18:11:08,0
2018-06-11 18:11:11,0
2018-06-11 18:11:12,61
2018-06-11 18:11:13,61
2018-06-11 18:11:18,145
2018-06-11 18:11:19,145
2018-06-11 18:11:20,113
2018-06-11 18:11:23,107
2018-06-11 18:11:24,82
2018-06-11 18:11:25,28
2018-06-11 18:11:30,29
2018-06-11 18:11:32,114
2018-06-11 18:11:34,68
2018-06-11 18:11:35,68
2018-06-11 18:11:37,44
2018-06-11 18:11:45,0
2018-06-11 18:11:46,22
2018-06-11 18:11:49,66
2018-06-11 18:11:50,137
2018-06-11 18:11:52,134
2018-06-11 18:11:55,133
2018-06-11 18:12:01,28
2018-06-11 18:12:02,6
2018-06-11 18:12:03,6
2018-06-11 18:12:04,45
2018-06-11 18:12:05,11
2018-06-11 18:12:06,32
2018-06-11 18:12:09,32
2018-06-11 18:12:10,58
2018-06-11 18:12:17,41
2018-06-11 18:12:18,17
2018-06-11 18:12:20,33
2018-06-11 18:12:21,1
2018-06-11 18:12:22,29
2018-06-11 18:12:24,49
2018-06-11 18:12:25,9
2018-06-11 18:12:47,74
2018-06-11 18:12:48,30
2018-06-11 18:13:17,93
2018-06-11 18:13:18,126
2018-06-11 18:13:19,126
2018-06-11 18:13:20,92
2018-06-11 18:13:25,85
2018-06-11 18:13:26,112
2018-06-11 18:13:28,112
2018-06-11 18:13:29,176
2018-06-11 18:13:30,202
2018-06-11 18:13:33,202
2018-06-11 18:13:34,232
2018-06-11 18:13:41,232
2018-06-11 18:13:42,194
2018-06-11 18:13:55,225
2018-06-11 18:13:56,261
2018-06-11 18:14:03,261
2018-06-11 18:14:04,203
2018-06-11 18:14:11,203
2018-06-11 18:14:12,260
2018-06-11 18:14:15,260
2018-06-11 18:14:16,306
2018-06-11 18:14:19,306
2018-06-11 18:14:20,273
2018-06-11 18:14:27,273
2018-06-11 18:14:28,213
2018-06-11 18:14:43,224
2018-06-11 18:14:44,284
2018-06-11 18:14:47,284
2018-06-11 18:14:48,240
2018-06-11 18:14:51,240
2018-06-11 18:14:52,276
2018-06-11 18:15:07,276
2018-06-11 18:15:08,347
2018-06-11 18:15:13,334
2018-06-11 18:15:14,264
2018-06-11 18:15:15,264
2018-06-11 18:15:16,289
2018-06-11 18:15:23,289
2018-06-11 18:15:24,262
2018-06-11 18:15:31,262
2018-06-11 18:15:32,285
2018-06-11 18:15:33,285
2018-06-11 18:15:34,355
2018-06-11 18:15:35,355
2018-06-11 18:15:36,320
2018-06-11 18:15:39,320
2018-06-11 18:15:40,291
2018-06-11 18:16:11,275
2018-06-11 18:16:12,251
2018-06-11 18:16:19,251
2018-06-11 18:16:20,199
2018-06-11 18:16:35,180
2018-06-11 18:16:36,206
2018-06-11 18:16:39,206
2018-06-11 18:16:40,154
2018-06-11 18:16:43,154
2018-06-11 18:16:44,96
2018-06-11 18:17:31,84
2018-06-11 18:17:32,60
2018-06-11 18:17:55,60
2018-06-11 18:17:56,83
2018-06-11 18:17:59,83
2018-06-11 18:18:00,37
2018-06-11 18:18:37,48
2018-06-11 18:18:38,4
2018-06-11 18:18:41,4
2018-06-11 18:18:42,26
2018-06-11 18:18:57,34
2018-06-11 18:18:58,98
2018-06-11 18:19:05,98
2018-06-11 18:19:06,119
2018-06-11 18:19:21,119
2018-06-11 18:19:22,97
2018-06-11 18:19:29,97
2018-06-11 18:19:30,141
2018-06-11 18:19:37,141
2018-06-11 18:19:38,203
2018-06-11 18:19:45,203
2018-06-11 18:19:46,175
2018-06-11 18:20:01,175
2018-06-11 18:20:02,203
2018-06-11 18:20:13,42
2018-06-11 18:20:14,67
2018-06-11 18:20:41,51
2018-06-11 18:20:42,103
2018-06-11 18:20:53,123
